#,NAME,,PSRJ,,RAJD,,DECJD,,P0,,,DIST,
2809,J1906+1854,nft95,J1906+1854,nft95,286.68629,8.3e-05,18.90236,1.1e-04,1.01909277135,8.0e-11,cn95,6.721,
2810,J1906-1754,cbb+23,J1906-1754,cbb+23,286.5622,5.4e-04,-17.9092,6.9e-04,0.002876,0,cbb+23,6.782,
2811,J1907+0249,hfs+04,J1907+0249,hfs+04,286.92512,1.7e-04,2.8281,8.3e-04,0.351879439822,2.0e-11,hfs+04,8.749,
2812,J1907+0255,lbh+15,J1907+0255,lbh+15,286.82458,1.7e-04,2.9174,2.8e-04,0.61876063644,3.0e-11,lsb+17,7.987,
2813,J1907+0345,hfs+04,J1907+0345,hfs+04,286.81060,7.9e-05,3.75294,1.1e-04,0.240153263208,5.0e-12,hfs+04,9.482,
2814,J1907+0534,mhl+02,J1907+0534,mhl+02,286.8472,8.3e-04,5.581,3.9e-03,1.1384027132,6.0e-10,mhl+02,11.837,
2815,J1907+0555g,zhx+23,J1907+0555g,zhx+23,286.86250,0,5.91667,0,3.1590,1.0e-03,zhx+23,4.062,
2816,J1907+0602,aaa+09c,J1907+0602,aaa+09c,286.97808,4.2e-05,6.03803,8.3e-05,0.106632746266,5.0e-12,rkp+11,2.370,
2817,J1907+0631,lsb+17,J1907+0631,lsb+17,286.76590,7.1e-05,6.52192,1.7e-04,0.323648024490,1.9e-11,lsb+17,3.400,
2818,J1907+0658g,hww+21,J1907+0658g,hww+21,286.89,2.5e-02,6.97,3.3e-02,0.21834,0,hww+21,7.717,
2819,J1907+0709g,hww+21,J1907+0709g,hww+21,286.99,2.5e-02,7.15,3.3e-02,0.34410,0,hww+21,5.397,
2820,J1907+0731,hfs+04,J1907+0731,hfs+04,286.97829,1.2e-04,7.52275,1.4e-04,0.363676330005,1.2e-11,hfs+04,4.994,
2821,J1907+0740,mhl+02,J1907+0740,mhl+02,286.93382,5.4e-05,7.6729,2.5e-04,0.574697951954,1.7e-11,mhl+02,5.810,
2822,J1907+0833,psf+22,J1907+0833,psf+22,286.987683,1.3e-05,8.566664,1.9e-05,0.167627579462,1.6e-11,psf+22,8.309,
2823,J1907+0859,lsb+17,J1907+0859,lsb+17,286.75797,4.2e-05,8.99550,1.1e-04,1.52704227084,3.0e-11,lsb+17,4.988,
2824,J1907+0918,lx00,J1907+0918,lx00,286.843504,1.7e-05,9.308544,1.1e-05,0.2261071099878,6.0e-13,lx00,8.222,
2825,J1907+0919,ksh+99,J1907+0919,ksh+99,286.80971,4.2e-05,9.32225,5.6e-05,5.198346,3.0e-06,met+06,*,
2826,J1907+1149,lfl+06,J1907+1149,lfl+06,286.9074,2.5e-04,11.8270,4.7e-04,1.42016034143,1.7e-10,lfl+06,7.551,
2827,B1904+12,ht75b,J1907+1247,ht75b,286.79458,8.3e-05,12.79331,1.4e-04,0.82709737059,3.0e-11,lcx02,10.526,
2828,B1905+39,dth78,J1907+4002,dth78,286.89440,3.3e-05,40.03492,3.1e-05,1.235757452781,3.0e-12,hlk+04,2.460,
2829,J1907+57,mss+20,J1907+57,mss+20,286.75000,0,57.00000,0,0.424,0,mss+20,6.706,
2830,J1907-1532,bbb+12,J1907-1532,bbb+12,286.77825,4.2e-05,-15.5375,2.2e-04,0.63223532885,4.0e-11,bbb+12,3.475,
2831,J1908+0128,mzl+23,J1908+0128,mzl+23,287.0783486,5.0e-07,1.4729761,5.6e-07,0.0047023242768689,1.6e-15,mzl+23,2.627,
2832,J1908+0457,zcwl96,J1908+0457,zcwl96,287.0673,4.2e-04,4.9614,5.6e-04,0.8467928462,4.0e-10,zcwl96,11.279,
2833,J1908+0500,nft95,J1908+0500,nft95,287.02151,4.2e-05,5.01512,4.4e-05,0.29102078676,3.0e-11,cn95,5.845,
2834,J1908+0558,lbh+15,J1908+0558,lbh+15,287.00832,2.5e-05,5.97609,5.0e-05,0.168677558616,3.0e-12,psf+22,10.617,
2835,J1908+0734,nft95,J1908+0734,nft95,287.070875,1.3e-05,7.57066,3.1e-05,0.212352673319,2.0e-12,cn95,0.669,
2836,J1908+0811g,hww+21,J1908+0811g,hww+21,287.18,2.5e-02,8.18,3.3e-02,0.18164,0,hww+21,5.643,
2837,J1908+0833,lsb+17,J1908+0833,lsb+17,287.08733,6.7e-05,8.55875,1.4e-04,0.512110722994,1.2e-11,lsb+17,11.320,
2838,J1908+0839,mhl+02,J1908+0839,mhl+02,287.07713,1.7e-04,8.6664,3.3e-04,0.185397243919,1.4e-11,mhl+02,8.273,
2839,J1908+0909,mhl+02,J1908+0909,mhl+02,287.03099,5.4e-05,9.15344,1.4e-04,0.336554651762,1.6e-11,mhl+02,8.906,
2840,J1908+0911g,zhx+23,J1908+0911g,zhx+23,287.03750,0,9.18333,0,5.166,7.0e-03,zhx+23,3.863,
2841,B1906+09,ht75b,J1908+0916,ht75b,287.2448,2.5e-04,9.2706,2.8e-04,0.83026988471,6.0e-11,gr78,5.560,
2842,J1908+0949g,hww+21,J1908+0949g,hww+21,287.03,2.5e-02,9.82,3.3e-02,0.00905,0,hww+21,6.002,
2843,J1908+1035g,hww+21,J1908+1035g,hww+21,287.10,2.5e-02,10.58,3.3e-02,0.01069,0,hww+21,0.671,
2844,J1908+1351,psf+22,J1908+1351,psf+22,287.14712,1.7e-04,13.8611,2.8e-04,3.174831829,8.0e-09,psf+22,6.884,
2845,J1908+2105,cck+16,J1908+2105,cck+16,287.2387250,1.3e-06,21.0840906,1.7e-06,0.00256439267063484,6.0e-17,drc+21,2.601,
2846,J1908+2351,lwf+04,J1908+2351,lwf+04,287.1331,2.9e-04,23.8616,2.2e-04,0.3775780260,1.0e-09,lwf+04,5.405,
2847,B1907+00,dls73,J1909+0007,dls73,287.396907,8.3e-06,0.13271,3.0e-05,1.01694836198,4.0e-11,hlk+04,4.359,
2848,B1907+02,dls72,J1909+0254,dls72,287.409627,1.1e-05,2.91408,3.0e-05,0.989831207210,5.0e-12,hlk+04,4.500,
2849,J1909+0616,mhl+02,J1909+0616,mhl+02,287.46337,1.7e-04,6.2811,5.6e-04,0.75599276085,1.8e-10,mhl+02,9.561,
2850,J1909+0641,dcm+09,J1909+0641,dcm+09,287.371050,1.7e-05,6.69050,5.6e-05,0.741761952452,6.0e-12,nab+13,1.325,
2851,J1909+0657g,hww+21,J1909+0657g,hww+21,287.31,2.5e-02,6.95,3.3e-02,1.24589,0,hww+21,1.806,
2852,J1909+0749,nab+13,J1909+0749,nab+13,287.2842,8.3e-04,7.8256,1.4e-03,0.23716129322,9.0e-11,nab+13,8.286,
2853,J1909+0905g,hww+21,J1909+0905g,hww+21,287.41,2.5e-02,9.08,3.3e-02,1.49488,0,hww+21,5.364,
2854,J1909+0912,mhl+02,J1909+0912,mhl+02,287.3330,2.1e-04,9.2149,4.7e-04,0.222949273318,1.5e-11,mhl+02,7.608,
2855,J1909+0930g,hww+21,J1909+0930g,hww+21,287.45,2.5e-02,9.50,3.3e-02,2.02078,0,hww+21,8.377,
2856,B1907+10,dls73,J1909+1102,dls73,287.452845,3.8e-06,11.0341789,8.3e-07,0.28364211181,8.0e-11,lbs+20,4.800,
2857,J1909+1132g,hww+21,J1909+1132g,hww+21,287.40,2.5e-02,11.53,3.3e-02,0.00680,0,hww+21,8.103,
2858,J1909+1148,lbh+15,J1909+1148,lbh+15,287.380746,1.3e-05,11.81663,2.2e-05,0.448945466859,3.0e-12,lsb+17,7.125,
2859,J1909+1205,psf+22,J1909+1205,psf+22,287.4645,2.1e-04,12.0964,5.6e-04,1.229312421,2.0e-09,psf+22,10.130,
2860,J1909+1450,nft95,J1909+1450,nft95,287.3623,3.3e-04,14.8494,5.6e-04,0.9961077952,4.0e-10,cn95,4.411,
2861,J1909+1859,nft95,J1909+1859,nft95,287.32752,3.3e-05,18.98632,3.1e-05,0.54245109601,4.0e-11,cn95,2.447,
2862,J1909-3744,jbv+03,J1909-3744,jbv+03,287.4476345132,1.2e-09,-37.737384372,3.0e-09,0.0029471080705361012,9.0e-19,rsc+21,1.140,
2863,J1910+0225,hfs+04,J1910+0225,hfs+04,287.54316,7.1e-05,2.42322,1.4e-04,0.337854845269,1.1e-11,hfs+04,7.932,
2864,B1907+03,mb75,J1910+0358,mb75,287.53777,1.1e-04,3.9745,3.0e-04,2.33026282052,7.0e-11,hlk+04,2.861,
2865,J1910+0435,psf+22,J1910+0435,psf+22,287.54613,2.5e-05,4.59153,5.6e-05,0.664679416494,9.0e-12,psf+22,11.322,
2866,J1910+0517,lsf+17,J1910+0517,lsf+17,287.65795,5.8e-05,5.29892,1.4e-04,0.308047946620,1.2e-11,lsf+17,11.020,
2867,J1910+0534,mhl+02,J1910+0534,mhl+02,287.6105,3.8e-04,5.5692,1.1e-03,0.45286735393,9.0e-11,mhl+02,21.254,
2868,J1910+0710,psf+22,J1910+0710,psf+22,287.55780,6.2e-05,7.17956,1.4e-04,0.53864678794,3.0e-11,psf+22,5.974,
2869,J1910+0714,nft95,J1910+0714,nft95,287.57749,6.7e-05,7.23661,1.4e-04,2.7124228384,3.0e-10,cn95,3.679,
2870,J1910+0728,hfs+04,J1910+0728,hfs+04,287.59200,2.5e-05,7.47697,4.2e-05,0.325415321974,3.0e-12,hfs+04,6.232,
2871,J1910+1017,psf+22,J1910+1017,psf+22,287.608850,8.3e-06,10.298358,1.7e-05,0.411158865683,4.0e-12,psf+22,13.676,
2872,J1910+1026,lbh+15,J1910+1026,lbh+15,287.70314,3.8e-05,10.44792,1.4e-04,0.53149303397,2.0e-11,psf+22,15.750,
2873,J1910+1054g,hww+21,J1910+1054g,hww+21,287.50,2.5e-02,10.90,3.3e-02,0.00387,0,hww+21,4.372,
2874,J1910+1117g,hww+21,J1910+1117g,hww+21,287.61,2.5e-02,11.28,3.3e-02,1.32152,0,hww+21,7.890,
2875,B1907+12,ht75b,J1910+1231,ht75b,287.55641,1.5e-04,12.5278,4.0e-04,1.441741592612,1.5e-11,hlk+04,8.125,
2876,J1910+1256,fsk+04,J1910+1256,fsk+04,287.540422896,1.7e-08,12.94040385,3.0e-08,0.004983583942570281,1.0e-17,aab+21a,2.778,
2877,J1910+56,scb+19,J1910+56,scb+19,287.67,1.0e-01,56.92,5.0e-02,0.3419,0,scb+19,1.482,
2878,J1910-0112,lfl+06,J1910-0112,lfl+06,287.5654,1.7e-03,-1.202,3.9e-03,1.3606029280,8.0e-10,lfl+06,8.105,
2879,B1907-03,mlt+78,J1910-0309,mlt+78,287.623717,8.3e-06,-3.16503,2.8e-05,0.504606055410,1.1e-11,lbs+20,14.439,
2880,J1910-0556,sfj+20,J1910-0556,sfj+20,287.56885,2.9e-05,-5.94164,1.1e-04,0.55760924800,4.0e-11,sfj+20,3.822,
2881,J1910-5959A,dlm+01,J1910-5959A,dlm+01,287.92811167,8.3e-08,-59.97416250,8.3e-08,0.0032661866233478,8.0e-16,cvf+23,4.120,
2882,J1910-5959B,dpf+02,J1910-5959B,dpf+02,287.716898,2.1e-06,-59.9835725,1.7e-06,0.008357798500844,2.0e-15,cpl+06,4.120,
2883,J1910-5959C,dpf+02,J1910-5959C,dpf+02,287.7731467,1.7e-06,-60.0165833,1.1e-06,0.0052773269323093,1.5e-15,cpl+06,4.120,
2884,J1910-5959D,dpf+02,J1910-5959D,dpf+02,287.718401,2.1e-06,-59.9848553,1.4e-06,0.009035285247765,4.0e-15,cpl+06,4.120,
2885,J1910-5959E,dpf+02,J1910-5959E,dpf+02,287.717322,2.5e-06,-59.9839131,1.9e-06,0.004571765939750,2.0e-15,cpl+06,4.120,
2886,J1910-5959F,rgf+21,J1910-5959F,rgf+21,287.716942,1.3e-05,-59.985917,8.3e-06,0.008485493936967,1.5e-14,rgf+21,4.120,
2887,J1911+00,mll+06,J1911+00,mll+06,287.95,1.2e-01,0.62,1.2e-01,6.940,1.0e-02,kkl+11,4.047,
2888,B1908+00A,dma+93,J1911+0101A,dma+93,287.79620654,1.7e-07,1.0360392,5.6e-07,0.003618524251059,2.0e-15,fhn+05,8.400,
2889,J1911+0101B,fhn+05,J1911+0101B,fhn+05,287.8023854,1.7e-06,1.030678,5.6e-06,0.005384325706188,9.0e-15,fhn+05,8.400,
2890,J1911+0310g,zhx+23,J1911+0310g,zhx+23,287.82500,0,3.16667,0,1.333,5.0e-03,zhx+23,6.181,
2891,J1911+0751g,hww+21,J1911+0751g,hww+21,287.93,2.5e-02,7.85,3.3e-02,0.79691,0,hww+21,5.572,
2892,J1911+0921,lbh+15,J1911+0921,lbh+15,287.94370,3.8e-05,9.36578,8.3e-05,0.273706758194,2.0e-12,psf+22,6.412,
2893,J1911+0925,psf+22,J1911+0925,psf+22,287.99780,5.0e-05,9.42561,1.7e-04,0.323857547341,5.0e-12,psf+22,8.146,
2894,J1911+0939g,hww+21,J1911+0939g,hww+21,287.91,2.5e-02,9.65,3.3e-02,0.36547,0,hww+21,10.593,
2895,J1911+1017g,zhx+23,J1911+1017g,zhx+23,287.80000,0,10.28333,0,1.3370,1.0e-03,zhx+23,4.439,
2896,J1911+1051,lbh+15,J1911+1051,lbh+15,287.92609,3.3e-05,10.85743,4.4e-05,0.190872844929,1.2e-11,psf+22,10.116,
2897,J1911+1252g,hww+21,J1911+1252g,hww+21,287.87,2.5e-02,12.87,3.3e-02,0.02724,0,hww+21,2.167,
2898,J1911+1301,psf+22,J1911+1301,psf+22,287.88225,3.8e-05,13.02406,8.3e-05,1.01046173336,9.0e-11,psf+22,11.655,
2899,J1911+1336,psf+22,J1911+1336,psf+22,287.998087,1.3e-05,13.615278,1.9e-05,0.2999920409760,1.0e-12,psf+22,10.419,
2900,J1911+1347,fsk+04,J1911+1347,fsk+04,287.980014475,5.9e-09,13.792876623,8.9e-09,0.004625962471274505,7.0e-18,aab+21a,1.365,
2901,J1911+1758,nft95,J1911+1758,nft95,287.98079,2.5e-05,17.97939,3.1e-05,0.46040581878,1.4e-10,cn95,1.955,
2902,J1911-1114,llb+96,J1911-1114,llb+96,287.95534304,1.3e-07,-11.2395781,8.3e-07,0.003625745633114,5.0e-15,dcl+16,1.069,
2903,J1912+0934g,hww+21,J1912+0934g,hww+21,288.17,2.5e-02,9.57,3.3e-02,0.89747,0,hww+21,4.025,
2904,J1912+1000g,zhx+23,J1912+1000g,zhx+23,288.19167,0,10.00000,0,3.053,4.0e-03,zhx+23,4.090,
2905,B1910+10,ht75b,J1912+1036,ht75b,288.19304,4.2e-05,10.61156,8.3e-05,0.409349485862,6.0e-12,lcx02,4.154,
2906,J1912+1105g,hww+21,J1912+1105g,hww+21,288.11,2.5e-02,11.08,3.3e-02,0.67071,0,hww+21,4.349,
2907,J1912+1417g,hww+21,J1912+1417g,hww+21,288.13,2.9e-02,14.28,3.3e-02,0.00317,0,hww+21,2.164,
2908,B1910+20,dls73,J1912+2104,dls73,288.1805796,4.2e-07,21.0760906,2.8e-07,2.232969028273,8.0e-12,hlk+04,3.369,
2909,J1912+2525,nft95,J1912+2525,nft95,288.07761,4.2e-05,25.41726,3.1e-05,0.62197624506,6.0e-11,cn95,2.150,
2910,J1912-0952,mzl+23,J1912-0952,mzl+23,288.0510342,1.3e-06,-9.881041,4.4e-06,0.02506804825974,3.0e-14,mzl+23,9.446,
2911,J1913+0446,kbm+03,J1913+0446,kbm+03,288.46175,1.7e-04,4.7683,5.6e-04,1.61612987171,1.6e-10,kbm+03,4.338,
2912,J1913+0523,psf+22,J1913+0523,psf+22,288.34467,2.9e-05,5.39967,8.3e-05,0.661997424287,7.0e-12,psf+22,16.100,
2913,J1913+0618,lbh+15,J1913+0618,lbh+15,288.3244942,8.3e-07,6.3022992,1.4e-06,0.0050268612317532,8.0e-16,pkr+19,5.862,
2914,J1913+0657,lsb+17,J1913+0657,lsb+17,288.38717,1.7e-04,6.9568,2.8e-04,1.25718110369,7.0e-11,lsb+17,5.068,
2915,J1913+0832,mhl+02,J1913+0832,mhl+02,288.25208,8.3e-05,8.53475,1.4e-04,0.134409003575,1.1e-11,mhl+02,8.204,
2916,J1913+0904,lfl+06,J1913+0904,lfl+06,288.33775,3.3e-05,9.07928,1.1e-04,0.16325053678620,6.0e-14,saa+23,2.997,
2917,B1911+09,ht75b,J1913+0936,ht75b,288.46958,8.3e-05,9.61161,8.3e-05,1.24196459936,3.0e-11,lcx02,4.337,
2918,J1913+1000,hfs+04,J1913+1000,hfs+04,288.2650,2.1e-04,10.0007,3.9e-04,0.83714819649,5.0e-11,hfs+04,7.671,
2919,J1913+1011,mhl+02,J1913+1011,mhl+02,288.334754,1.3e-05,10.189714,1.9e-05,0.035909978882125,1.6e-14,saa+23,4.613,
2920,J1913+1037g,hww+21,J1913+1037g,hww+21,288.47,2.5e-02,10.62,3.3e-02,0.43421,0,hww+21,7.889,
2921,J1913+1050,lsb+17,J1913+1050,lsb+17,288.39735,3.8e-05,10.84072,8.3e-05,0.190067107649,3.0e-12,lsb+17,5.446,
2922,J1913+1054g,hww+21,J1913+1054g,hww+21,288.28,2.5e-02,10.90,3.3e-02,0.45062,0,hww+21,7.112,
2923,J1913+1102,lfa+16,J1913+1102,lfa+16,288.3710592,1.3e-06,11.034928,2.5e-06,0.027285006852515,1.5e-14,lfa+16,7.139,
2924,J1913+11025,lbh+15,J1913+11025,lbh+15,288.42798,3.3e-05,11.04967,5.6e-05,0.923871917718,1.1e-11,psf+22,11.411,
2925,J1913+1145,mhl+02,J1913+1145,mhl+02,288.4328,2.5e-04,11.7592,3.1e-04,0.30606864497,3.0e-11,mhl+02,13.817,
2926,J1913+1330,mll+06,J1913+1330,mll+06,288.32487,4.2e-05,13.509106,1.1e-05,0.9233913866507,3.0e-13,bls+18,6.179,
2927,B1911+13,ht74,J1913+1400,ht74,288.3514696,4.2e-07,14.0145997,2.8e-07,0.5214727140817,1.7e-12,hlk+04,5.400,
2928,J1913+3732,bck+13,J1913+3732,bck+13,288.366217,1.3e-05,37.536764,8.3e-06,0.851079006454,5.0e-12,flm+23,7.578,
2929,B1911-04,lvw69b,J1913-0440,lvw69b,288.475723,6.7e-06,-4.679911,1.9e-05,0.825935803096,9.0e-12,hlk+04,4.041,
2930,J1914+0219,lfl+06,J1914+0219,lfl+06,288.59914,3.3e-05,2.32994,8.3e-05,0.457526573507,1.1e-11,lfl+06,14.383,
2931,J1914+0625,psf+22,J1914+0625,psf+22,288.534829,1.3e-05,6.416936,1.4e-05,0.878889431192,9.0e-12,psf+22,8.333,
2932,J1914+0631,hfs+04,J1914+0631,hfs+04,288.57183,1.7e-04,6.5323,2.8e-04,0.69381120574,5.0e-11,hfs+04,1.776,
2933,J1914+0659,lbh+15,J1914+0659,lbh+15,288.573529,8.3e-06,7.019722,1.9e-05,0.01851182255144,3.0e-14,sab+16,8.468,
2934,J1914+0805,hww+21,J1914+0805,hww+21,288.52295,3.8e-05,8.08686,5.6e-05,0.455499390131,6.0e-12,psf+22,10.671,
2935,J1914+0838,kbj+18,J1914+0838,kbj+18,288.610211,5.8e-06,8.645872,8.3e-06,0.440039882669,4.0e-12,psf+22,8.071,
2936,J1914+1029g,hww+21,J1914+1029g,hww+21,288.60,2.5e-02,10.48,3.3e-02,2.48499,0,hww+21,1.880,
2937,J1914+1054g,hww+21,J1914+1054g,hww+21,288.53,2.5e-02,10.90,3.3e-02,0.13887,0,hww+21,7.768,
2938,B1911+11,ht75b,J1914+1122,ht75b,288.54217,4.2e-05,11.36769,5.6e-05,0.60099749634,9.0e-11,gr78,3.140,
2939,J1914+1228g,hww+21,J1914+1228g,hww+21,288.73,2.9e-02,12.47,3.3e-02,2.27755,0,hww+21,7.309,
2940,J1914+1428,psf+22,J1914+1428,psf+22,288.72477,3.3e-05,14.47950,5.6e-05,1.15951978505,6.0e-11,psf+22,6.514,
2941,J1914+2636,crafts23,J1914+2636,crafts23,288.732279,4.2e-06,26.604550,1.4e-05,0.4591143100176,1.1e-12,wyw+23,3.415,
2942,J1915+0227,lfl+06,J1915+0227,lfl+06,288.75884,2.1e-05,2.46327,4.4e-05,0.3173062332319,1.6e-12,lfl+06,10.203,
2943,J1915+0639,psf+22,J1915+0639,psf+22,288.976362,8.3e-06,6.662836,1.1e-05,0.64414015325,3.0e-11,psf+22,8.874,
2944,J1915+0738,nft95,J1915+0738,nft95,288.85333,8.3e-05,7.6421,2.2e-04,1.54270444942,1.0e-10,cn95,1.404,
2945,J1915+0752,rtj+96,J1915+0752,rtj+96,288.75808,8.3e-05,7.86922,1.7e-04,2.05831378861,7.0e-11,clm+05,3.566,
2946,J1915+0832g,hww+21,J1915+0832g,hww+21,288.77,2.5e-02,8.53,3.3e-02,2.71009,0,hww+21,1.366,
2947,J1915+0838,hfs+04,J1915+0838,hfs+04,288.80779,1.2e-04,8.6499,3.6e-04,0.34277679653,4.0e-11,hfs+04,10.841,
2948,B1913+10,ht75b,J1915+1009,ht75b,288.874962,1.3e-05,10.162047,1.7e-05,0.4045517674400,1.5e-12,jbv+19,7.000,
2949,J1915+1045g,zhx+23,J1915+1045g,zhx+23,288.88333,0,10.75000,0,1.546,2.0e-03,zhx+23,3.704,
2950,J1915+1145,lbh+15,J1915+1145,lbh+15,288.888013,3.3e-06,11.761383,5.6e-06,0.173647195715,2.0e-12,psf+22,7.153,
2951,J1915+1150,lbh+15,J1915+1150,lbh+15,288.8192,2.5e-04,11.8432,2.5e-04,0.10004095461,3.0e-11,psf+22,14.005,
2952,J1915+1410,lfl+06,J1915+1410,lfl+06,288.89757,5.0e-05,14.18097,8.3e-05,0.297494121670,7.0e-12,lfl+06,7.128,
2953,B1913+16,ht75a,J1915+1606,ht75a,288.86666425,1.3e-07,16.10760744,1.4e-07,0.059030003217813,1.1e-14,wh16,4.167,
2954,B1913+167,ht75b,J1915+1647,ht75b,288.82962,1.0e-04,16.78569,1.5e-04,1.616231495126,8.0e-12,hlk+04,2.196,
2955,J1915-11,kkl+15,J1915-11,kkl+15,288.8,5.0e-01,-11.5,6.0e-01,2.1770,2.0e-04,kkl+15,5.495,
2956,J1916+0741g,hww+21,J1916+0741g,hww+21,289.07,2.5e-02,7.68,3.3e-02,0.01122,0,hww+21,8.442,
2957,J1916+0748,rtj+96,J1916+0748,rtj+96,289.2146,8.3e-04,7.8000,1.4e-03,0.54175211381,1.7e-10,clm+05,11.778,
2958,J1916+0748g,hww+21,J1916+0748g,hww+21,289.25,2.5e-02,7.80,3.3e-02,0.86791,0,hww+21,6.438,
2959,J1916+0844,hfs+04,J1916+0844,hfs+04,289.07950,3.8e-05,8.73528,1.1e-04,0.439995272067,8.0e-12,hfs+04,10.988,
2960,J1916+0852,hfs+04,J1916+0852,hfs+04,289.1025,1.3e-03,8.8767,1.4e-03,2.1827459895,6.0e-10,hfs+04,9.387,
2961,J1916+0937g,zhx+23,J1916+0937g,zhx+23,289.00417,0,9.61667,0,7.3680,1.0e-03,zhx+23,5.457,
2962,B1914+09,ht74,J1916+0951,ht74,289.134769,7.1e-06,9.857216,1.2e-05,0.2702544395645,8.0e-13,hlk+04,1.904,
2963,J1916+1023,hfs+04,J1916+1023,hfs+04,289.1538,6.3e-04,10.3842,1.7e-03,1.6183389208,8.0e-10,hfs+04,7.877,
2964,B1913+105,wol91b,J1916+1030,wol91b,289.04883,4.2e-05,10.51483,1.7e-04,0.62896972129,6.0e-11,wol91b,8.147,
2965,J1916+1030g,hww+21,J1916+1030g,hww+21,289.19,2.5e-02,10.50,3.3e-02,0.34938,0,hww+21,11.353,
2966,J1916+1142Ag,zhx+23,J1916+1142Ag,zhx+23,289.24583,0,11.70000,0,*,0,*,6.135,
2967,J1916+1142Bg,zhx+23,J1916+1142Bg,zhx+23,289.24583,0,11.70000,0,1.188,3.0e-03,zhx+23,6.987,
2968,J1916+1225,nab+13,J1916+1225,nab+13,289.083521,4.2e-06,12.431650,1.1e-05,0.227387488792,2.0e-12,nab+13,6.487,
2969,B1914+13,ht74,J1916+1312,ht74,289.24446,8.3e-05,13.21389,1.1e-04,0.28184495081,1.6e-10,lbs+20,4.500,
2970,J1916+3224,scb+19,J1916+3224,scb+19,289.014450,1.7e-05,32.411028,1.7e-05,1.13744972551,3.0e-11,tbc+20,7.945,
2971,J1916-2939,acd+19,J1916-2939,acd+19,289.13625,2.1e-05,-29.65772,8.3e-05,1.248616964290,3.0e-12,acd+19,1.600,
2972,J1917+0743g,hww+21,J1917+0743g,hww+21,289.36,2.5e-02,7.72,3.3e-02,0.81347,0,hww+21,8.247,
2973,J1917+0834,nic99,J1917+0834,nic99,289.45355,2.5e-05,8.58184,3.9e-05,2.129665364024,4.0e-12,clm+05,1.231,
2974,J1917+0834g,zhx+23,J1917+0834g,zhx+23,289.26667,0,8.56667,0,2.933,3.0e-03,zhx+23,3.472,
2975,J1917+1046g,hww+21,J1917+1046g,hww+21,289.48,2.5e-02,10.77,3.3e-02,0.08773,0,hww+21,4.866,
2976,J1917+1121g,hww+21,J1917+1121g,hww+21,289.36,2.5e-02,11.35,3.3e-02,0.51031,0,hww+21,7.078,
2977,J1917+1259g,hww+21,J1917+1259g,hww+21,289.37,2.5e-02,12.98,3.3e-02,0.00563,0,hww+21,3.637,
2978,B1915+13,smb71,J1917+1353,smb71,289.4157767,4.2e-07,13.8991881,2.8e-07,0.194630982798,4.0e-12,hlk+04,8.000,
2979,J1917+1411g,hww+21,J1917+1411g,hww+21,289.36,2.9e-02,14.18,3.3e-02,0.44646,0,hww+21,3.968,
2980,J1917+17,tkt22,J1917+17,tkt22,289.2,1.0e+00,17.4,2.5e-01,0.4196,0,tkt22,1.713,
2981,J1917+1737,nab+13,J1917+1737,nab+13,289.34990,2.1e-05,17.62544,2.8e-05,0.334725226760,4.0e-12,nab+13,5.530,
2982,B1915+22,sstd86,J1917+2224,sstd86,289.4343,2.4e-04,22.3802,3.0e-04,0.425897254225,1.1e-11,hlk+04,4.962,
2983,J1918+0342g,zhx+23,J1918+0342g,zhx+23,289.59167,0,3.70000,0,*,0,*,9.702,
2984,J1918+1311,lbh+15,J1918+1311,lbh+15,289.69258,2.1e-05,13.19014,3.6e-05,0.856748867762,6.0e-12,psf+22,6.187,
2985,J1918+1340g,hww+21,J1918+1340g,hww+21,289.72,2.9e-02,13.67,3.3e-02,0.23299,0,hww+21,11.864,
2986,B1916+14,ht74,J1918+1444,ht74,289.59849,2.6e-05,14.75167,4.0e-05,1.18102329730,9.0e-11,hlk+04,1.304,
2987,J1918+1514g,zhx+23,J1918+1514g,zhx+23,289.73750,0,15.23333,0,*,0,*,4.176,
2988,J1918+1536g,hww+21,J1918+1536g,hww+21,289.60,2.9e-02,15.60,3.3e-02,0.10995,0,hww+21,3.830,
2989,J1918+1540g,hww+21,J1918+1540g,hww+21,289.58,2.9e-02,15.67,3.3e-02,0.00428,0,hww+21,6.478,
2990,J1918+1541,nft95,J1918+1541,nft95,289.5321,2.5e-04,15.68756,1.9e-04,0.37088299877,1.9e-10,cn95,0.727,
2991,J1918+1547g,hww+21,J1918+1547g,hww+21,289.64,2.9e-02,15.78,3.3e-02,0.00376,0,hww+21,2.185,
2992,J1918-0642,eb01b,J1918-0642,eb01b,289.700136342,1.1e-08,-6.70969457,4.0e-08,0.007645872769642047,1.0e-17,abb+18,1.111,
2993,J1918-1052,lbr+13,J1918-1052,lbr+13,289.70103,5.4e-05,-10.87955,1.8e-04,0.798692542358,1.5e-11,lbr+13,2.966,
2994,B1917+00,dls72,J1919+0021,dls72,289.9611312,4.2e-07,0.3610339,5.6e-07,1.27226037471,3.0e-11,hlk+04,5.600,
2995,J1919+0134,ebvb01,J1919+0134,ebvb01,289.93175,1.2e-04,1.58236,1.9e-04,1.60398355528,6.0e-11,ebvb01,14.372,
2996,J1919+1113g,zhx+23,J1919+1113g,zhx+23,289.86250,0,11.21667,0,0.766,5.0e-03,zhx+23,7.516,
